"gender","year","name","count","rank","totalBabies","prop","ranking","corKaren","corKaren10","corKaren20","corKaren30"
"F",1937,"Abigail",45,541,1063947,4.229534e-05,1066,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1938,"Abigail",50,534,1103371,4.531567e-05,1012,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1939,"Abigail",53,537,1096594,4.833147e-05,980,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1940,"Abigail",48,552,1143413,4.197958e-05,1044,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1941,"Abigail",40,568,1208004,3.311247e-05,1197,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1942,"Abigail",48,580,1350627,3.553905e-05,1145,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1943,"Abigail",63,572,1395192,4.515508e-05,1004,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1944,"Abigail",56,578,1327161,4.219533e-05,1050,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1945,"Abigail",53,561,1307028,4.055001e-05,1086,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1946,"Abigail",77,586,1571238,4.900594e-05,948,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1947,"Abigail",78,610,1772683,4.40011e-05,1004,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1948,"Abigail",72,615,1697810,4.240757e-05,1043,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1949,"Abigail",113,564,1710852,6.604896e-05,831,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1950,"Abigail",112,564,1713065,6.537989e-05,826,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1951,"Abigail",137,562,1800862,7.607468e-05,750,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1952,"Abigail",151,551,1854401,8.142791e-05,724,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1953,"Abigail",169,541,1881365,8.98284e-05,705,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1954,"Abigail",147,590,1941805,7.570276e-05,773,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1955,"Abigail",181,554,1954935,9.25862e-05,698,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1956,"Abigail",189,567,2007703,9.413743e-05,697,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1957,"Abigail",188,589,2044311,9.196252e-05,731,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1958,"Abigail",193,572,2010963,9.597392e-05,710,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1959,"Abigail",206,567,2023035,0.0001018272,697,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1960,"Abigail",228,562,2022010,0.0001127591,673,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1961,"Abigail",233,560,2017637,0.0001154816,680,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1962,"Abigail",263,522,1966553,0.0001337365,618,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1963,"Abigail",255,546,1927306,0.000132309,634,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1964,"Abigail",244,557,1894774,0.0001287753,656,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1965,"Abigail",210,567,1765043,0.0001189773,679,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1966,"Abigail",191,559,1691917,0.0001128897,711,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1967,"Abigail",244,522,1650873,0.0001478006,610,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1968,"Abigail",263,500,1640208,0.0001603455,592,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1969,"Abigail",280,513,1686959,0.0001659791,592,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1970,"Abigail",362,476,1748145,0.0002070766,526,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1971,"Abigail",393,441,1663554,0.0002362412,491,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1972,"Abigail",393,428,1521119,0.0002583624,468,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1973,"Abigail",480,376,1458162,0.0003291815,412,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1974,"Abigail",605,332,1467406,0.0004122922,357,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1975,"Abigail",614,341,1457775,0.0004211898,354,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1976,"Abigail",829,264,1465130,0.0005658201,278,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1977,"Abigail",796,285,1533114,0.0005192047,297,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1978,"Abigail",1010,234,1531824,0.0006593447,242,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1979,"Abigail",1225,209,1605241,0.0007631253,213,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1980,"Abigail",1576,169,1660236,0.0009492626,176,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1981,"Abigail",1814,155,1667829,0.001087641,157,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1982,"Abigail",1884,155,1693175,0.001112702,157,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1983,"Abigail",1911,149,1670481,0.001143982,151,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1984,"Abigail",1842,152,1683496,0.001094152,154,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1985,"Abigail",1846,148,1720530,0.001072925,153,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1986,"Abigail",1996,139,1715229,0.001163693,143,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1987,"Abigail",2001,135,1738317,0.001151113,138,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1988,"Abigail",2374,117,1780397,0.00133341,118,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1989,"Abigail",3402,94,1843317,0.001845586,94,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1990,"Abigail",3719,89,1898135,0.001959292,90,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1991,"Abigail",3799,92,1874716,0.00202644,92,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1992,"Abigail",3988,86,1843567,0.002163198,86,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1993,"Abigail",5184,66,1808705,0.002866139,67,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1994,"Abigail",7240,42,1785366,0.004055191,42,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1995,"Abigail",7822,36,1758236,0.004448777,36,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1996,"Abigail",8604,32,1752643,0.004909157,32,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1997,"Abigail",9628,26,1740316,0.005532329,26,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1998,"Abigail",11098,18,1766494,0.006282501,18,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1999,"Abigail",11681,18,1773275,0.006587247,18,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",2000,"Abigail",13090,14,1815295,0.007210949,14,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",2001,"Abigail",14807,8,1799834,0.00822687,8,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",2002,"Abigail",15298,7,1795973,0.008517945,7,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",2003,"Abigail",15928,6,1826173,0.008722065,6,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",2004,"Abigail",15426,6,1835091,0.008406123,6,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",2005,"Abigail",15749,4,1846525,0.008528994,4,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",2006,"Abigail",15628,6,1899824,0.008226025,6,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",2007,"Abigail",15470,8,1921053,0.008052875,8,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",2008,"Abigail",15082,8,1889069,0.007983827,8,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",2009,"Abigail",14390,8,1835062,0.007841697,8,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",2010,"Abigail",14247,7,1775345,0.008024919,7,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",2011,"Abigail",13248,7,1756592,0.007541877,7,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",2012,"Abigail",12700,7,1758171,0.007223416,7,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",2013,"Abigail",12409,8,1751320,0.007085513,8,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",2014,"Abigail",12085,8,1782350,0.006780374,8,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",2015,"Abigail",12401,7,1780453,0.006965081,7,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",2016,"Abigail",11760,8,1766212,0.006658317,8,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",2017,"Abigail",10607,10,1719138,0.006169953,10,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",2018,"Abigail",9796,11,1686961,0.005806892,11,-0.123564356435644,-0.435897435897436,-0.740123456790123,-0.847082494969819
"F",1918,"Alexis",NA,0,1157638,NA,0,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1919,"Alexis",NA,0,1130130,NA,0,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1920,"Alexis",NA,0,1198290,NA,0,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1921,"Alexis",NA,0,1233060,NA,0,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1922,"Alexis",NA,0,1200983,NA,0,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1923,"Alexis",NA,0,1206381,NA,0,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1924,"Alexis",NA,0,1248889,NA,0,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1925,"Alexis",NA,0,1217390,NA,0,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1926,"Alexis",NA,0,1185399,NA,0,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1927,"Alexis",NA,0,1192388,NA,0,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1928,"Alexis",NA,0,1153253,NA,0,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1929,"Alexis",NA,0,1116529,NA,0,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1930,"Alexis",NA,0,1125917,NA,0,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1931,"Alexis",5,581,1064651,4.69637468052911e-06,4489,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1932,"Alexis",NA,0,1067096,NA,0,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1933,"Alexis",NA,0,1007851,NA,0,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1934,"Alexis",NA,0,1044145,NA,0,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1935,"Alexis",NA,0,1048509,NA,0,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1936,"Alexis",NA,0,1040343,NA,0,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1937,"Alexis",NA,0,1063947,NA,0,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1938,"Alexis",NA,0,1103371,NA,0,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1939,"Alexis",NA,0,1096594,NA,0,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1940,"Alexis",NA,0,1143413,NA,0,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1941,"Alexis",5,603,1208004,4.139059e-06,4858,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1942,"Alexis",36,592,1350627,2.665429e-05,1367,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1943,"Alexis",88,547,1395192,6.307376e-05,828,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1944,"Alexis",124,510,1327161,9.343252e-05,664,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1945,"Alexis",122,493,1307028,9.334154e-05,672,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1946,"Alexis",221,452,1571238,0.0001406534,531,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1947,"Alexis",248,471,1772683,0.0001399009,534,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1948,"Alexis",217,487,1697810,0.0001278117,565,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1949,"Alexis",268,438,1710852,0.0001566471,493,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1950,"Alexis",230,458,1713065,0.0001342623,545,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1951,"Alexis",252,463,1800862,0.000139933,525,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1952,"Alexis",252,470,1854401,0.0001358929,538,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1953,"Alexis",216,502,1881365,0.0001148103,604,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1954,"Alexis",177,561,1941805,9.11523e-05,699,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1955,"Alexis",173,562,1954935,8.849399e-05,719,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1956,"Alexis",182,573,2007703,9.065086e-05,715,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1957,"Alexis",193,584,2044311,9.440834e-05,718,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1958,"Alexis",186,578,2010963,9.2493e-05,724,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1959,"Alexis",168,602,2023035,8.304355e-05,787,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1960,"Alexis",168,614,2022010,8.308564e-05,789,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1961,"Alexis",154,628,2017637,7.632691e-05,860,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1962,"Alexis",154,615,1966553,7.830961e-05,851,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1963,"Alexis",172,617,1927306,8.924374e-05,791,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1964,"Alexis",104,683,1894774,5.488781e-05,1068,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1965,"Alexis",166,604,1765043,9.40487e-05,771,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1966,"Alexis",185,564,1691917,0.0001093434,726,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1967,"Alexis",185,572,1650873,0.0001120619,722,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1968,"Alexis",174,579,1640208,0.0001060841,755,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1969,"Alexis",204,566,1686959,0.0001209277,696,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1970,"Alexis",354,482,1748145,0.0002025004,536,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1971,"Alexis",344,469,1663554,0.0002067862,533,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1972,"Alexis",396,427,1521119,0.0002603347,467,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1973,"Alexis",492,370,1458162,0.0003374111,405,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1974,"Alexis",601,333,1467406,0.0004095663,359,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1975,"Alexis",676,319,1457775,0.0004637204,328,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1976,"Alexis",693,301,1465130,0.0004729956,323,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1977,"Alexis",725,310,1533114,0.0004728937,325,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1978,"Alexis",772,284,1531824,0.0005039743,300,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1979,"Alexis",1010,237,1605241,0.000629189,248,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1980,"Alexis",1268,195,1660236,0.0007637468,204,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1981,"Alexis",1585,170,1667829,0.0009503372,172,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1982,"Alexis",3123,92,1693175,0.001844464,93,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1983,"Alexis",3463,82,1670481,0.002073056,83,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1984,"Alexis",3293,89,1683496,0.001956049,89,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1985,"Alexis",2516,111,1720530,0.00146234,112,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1986,"Alexis",2195,126,1715229,0.001279713,129,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1987,"Alexis",2458,112,1738317,0.001414011,113,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1988,"Alexis",2902,97,1780397,0.001629974,97,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1989,"Alexis",3517,92,1843317,0.001907974,92,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1990,"Alexis",5256,65,1898135,0.002769034,66,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1991,"Alexis",7010,47,1874716,0.003739233,47,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1992,"Alexis",7947,40,1843567,0.004310665,40,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1993,"Alexis",10831,27,1808705,0.005988262,27,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1994,"Alexis",13038,18,1785366,0.007302704,18,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1995,"Alexis",14332,14,1758236,0.008151352,14,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1996,"Alexis",16589,8,1752643,0.009465134,8,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1997,"Alexis",17170,8,1740316,0.009866024,8,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1998,"Alexis",19778,6,1766494,0.01119619,6,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1999,"Alexis",19234,3,1773275,0.0108466,3,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",2000,"Alexis",17629,6,1815295,0.009711369,6,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",2001,"Alexis",16402,5,1799834,0.009113063,5,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",2002,"Alexis",15636,5,1795973,0.008706144,5,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",2003,"Alexis",14867,7,1826173,0.008141069,7,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",2004,"Alexis",13471,11,1835091,0.00734078,11,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",2005,"Alexis",11972,13,1846525,0.00648353,13,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",2006,"Alexis",11232,14,1899824,0.005912127,14,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",2007,"Alexis",9914,19,1921053,0.005160711,19,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",2008,"Alexis",9726,15,1889069,0.005148568,15,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",2009,"Alexis",9934,13,1835062,0.005413441,13,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",2010,"Alexis",8265,16,1775345,0.004655433,16,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",2011,"Alexis",6524,26,1756592,0.00371401,26,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",2012,"Alexis",5358,40,1758171,0.003047485,40,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",2013,"Alexis",4777,46,1751320,0.002727657,46,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",2014,"Alexis",4234,65,1782350,0.002375515,65,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",2015,"Alexis",3418,85,1780453,0.001919736,87,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",2016,"Alexis",2683,117,1766212,0.00151907,118,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",2017,"Alexis",2054,142,1719138,0.001194785,144,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",2018,"Alexis",1640,172,1686961,0.0009721624,179,-0.605322947095099,-0.653026427962489,-0.689070718877849,-0.591836734693878
"F",1918,"Alice",11590,13,1157638,0.0100117653359686,13,-0.0954455445544554,0.344078144078144,0.728395061728395,0.872032193158954
"F",1919,"Alice",11141,13,1130130,0.00985815791103678,13,-0.0954455445544554,0.344078144078144,0.728395061728395,0.872032193158954
"F",1920,"Alice",11596,15,1198290,0.0096771232339417,15,-0.0954455445544554,0.344078144078144,0.728395061728395,0.872032193158954
"F",1921,"Alice",11956,15,1233060,0.00969620294227369,15,-0.0954455445544554,0.344078144078144,0.728395061728395,0.872032193158954
"F",1922,"Alice",11277,15,1200983,0.0093898081821308,15,-0.0954455445544554,0.344078144078144,0.728395061728395,0.872032193158954
"F",1923,"Alice",11330,15,1206381,0.009391726162796,15,-0.0954455445544554,0.344078144078144,0.728395061728395,0.872032193158954
"F",1924,"Alice",11538,15,1248889,0.00923861127770362,15,-0.0954455445544554,0.344078144078144,0.728395061728395,0.872032193158954
"F",1925,"Alice",11574,15,1217390,0.00950722447202622,15,-0.0954455445544554,0.344078144078144,0.728395061728395,0.872032193158954
"F",1926,"Alice",10956,17,1185399,0.00924245760288308,17,-0.0954455445544554,0.344078144078144,0.728395061728395,0.872032193158954
"F",1927,"Alice",10680,17,1192388,0.00895681606993697,17,-0.0954455445544554,0.344078144078144,0.728395061728395,0.872032193158954
