"gender","year","name","count","rank","totalBabies","prop","ranking","corKaren","corKaren10","corKaren20","corKaren30"
"F",1997,"Amanda",12241,16,1740316,0.00703378,16,0.0427722772277228,-0.40952380952381,-0.764814814814815,-0.687726358148893
"F",1998,"Amanda",10915,19,1766494,0.006178906,19,0.0427722772277228,-0.40952380952381,-0.764814814814815,-0.687726358148893
"F",1999,"Amanda",9743,22,1773275,0.005494354,22,0.0427722772277228,-0.40952380952381,-0.764814814814815,-0.687726358148893
"F",2000,"Amanda",8554,32,1815295,0.004712182,32,0.0427722772277228,-0.40952380952381,-0.764814814814815,-0.687726358148893
"F",2001,"Amanda",6967,39,1799834,0.003870913,39,0.0427722772277228,-0.40952380952381,-0.764814814814815,-0.687726358148893
"F",2002,"Amanda",6134,46,1795973,0.003415419,46,0.0427722772277228,-0.40952380952381,-0.764814814814815,-0.687726358148893
"F",2003,"Amanda",5339,55,1826173,0.0029236,55,0.0427722772277228,-0.40952380952381,-0.764814814814815,-0.687726358148893
"F",2004,"Amanda",4680,67,1835091,0.002550282,67,0.0427722772277228,-0.40952380952381,-0.764814814814815,-0.687726358148893
"F",2005,"Amanda",4093,79,1846525,0.002216596,79,0.0427722772277228,-0.40952380952381,-0.764814814814815,-0.687726358148893
"F",2006,"Amanda",3356,101,1899824,0.001766479,101,0.0427722772277228,-0.40952380952381,-0.764814814814815,-0.687726358148893
"F",2007,"Amanda",3044,111,1921053,0.001584548,111,0.0427722772277228,-0.40952380952381,-0.764814814814815,-0.687726358148893
"F",2008,"Amanda",2442,136,1889069,0.0012927,138,0.0427722772277228,-0.40952380952381,-0.764814814814815,-0.687726358148893
"F",2009,"Amanda",1956,164,1835062,0.001065904,165,0.0427722772277228,-0.40952380952381,-0.764814814814815,-0.687726358148893
"F",2010,"Amanda",1657,184,1775345,0.0009333397,188,0.0427722772277228,-0.40952380952381,-0.764814814814815,-0.687726358148893
"F",2011,"Amanda",1411,215,1756592,0.0008032599,224,0.0427722772277228,-0.40952380952381,-0.764814814814815,-0.687726358148893
"F",2012,"Amanda",1232,252,1758171,0.0007007282,262,0.0427722772277228,-0.40952380952381,-0.764814814814815,-0.687726358148893
"F",2013,"Amanda",1069,281,1751320,0.0006103967,297,0.0427722772277228,-0.40952380952381,-0.764814814814815,-0.687726358148893
"F",2014,"Amanda",1053,301,1782350,0.0005907931,314,0.0427722772277228,-0.40952380952381,-0.764814814814815,-0.687726358148893
"F",2015,"Amanda",1023,301,1780453,0.0005745729,316,0.0427722772277228,-0.40952380952381,-0.764814814814815,-0.687726358148893
"F",2016,"Amanda",998,312,1766212,0.0005650511,327,0.0427722772277228,-0.40952380952381,-0.764814814814815,-0.687726358148893
"F",2017,"Amanda",958,315,1719138,0.000557256,336,0.0427722772277228,-0.40952380952381,-0.764814814814815,-0.687726358148893
"F",2018,"Amanda",844,345,1686961,0.000500308,369,0.0427722772277228,-0.40952380952381,-0.764814814814815,-0.687726358148893
"F",1918,"Amber",29,567,1157638,2.50510090373675e-05,1476,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1919,"Amber",33,565,1130130,2.92001805102068e-05,1359,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1920,"Amber",28,583,1198290,2.3366630782198e-05,1562,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1921,"Amber",38,570,1233060,3.08176406663098e-05,1270,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1922,"Amber",34,569,1200983,2.83101426081801e-05,1388,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1923,"Amber",24,586,1206381,1.98942125248988e-05,1744,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1924,"Amber",28,587,1248889,2.24199268309674e-05,1620,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1925,"Amber",35,579,1217390,2.87500308036044e-05,1362,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1926,"Amber",29,579,1185399,2.44643364807968e-05,1528,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1927,"Amber",26,589,1192388,2.18049829417941e-05,1650,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1928,"Amber",37,579,1153253,3.20831595495524e-05,1262,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1929,"Amber",25,572,1116529,2.23908201220031e-05,1593,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1930,"Amber",21,571,1125917,1.86514636514059e-05,1768,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1931,"Amber",23,563,1064651,2.16033235304339e-05,1603,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1932,"Amber",15,572,1067096,1.40568421210463e-05,2179,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1933,"Amber",11,566,1007851,1.09143117385407e-05,2628,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1934,"Amber",28,546,1044145,2.68161988995781e-05,1386,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1935,"Amber",20,562,1048509,1.907471e-05,1763,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1936,"Amber",22,552,1040343,2.114687e-05,1617,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1937,"Amber",12,574,1063947,1.127876e-05,2487,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1938,"Amber",21,563,1103371,1.903258e-05,1746,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1939,"Amber",19,571,1096594,1.732638e-05,1823,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1940,"Amber",20,580,1143413,1.749149e-05,1807,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1941,"Amber",20,588,1208004,1.655624e-05,1829,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1942,"Amber",19,609,1350627,1.406754e-05,1983,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1943,"Amber",22,613,1395192,1.576844e-05,1854,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1944,"Amber",25,609,1327161,1.88372e-05,1679,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1945,"Amber",65,549,1307028,4.973115e-05,962,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1946,"Amber",98,565,1571238,6.23712e-05,837,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1947,"Amber",87,601,1772683,4.907815e-05,953,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1948,"Amber",88,599,1697810,5.183148e-05,924,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1949,"Amber",93,584,1710852,5.435888e-05,922,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1950,"Amber",87,589,1713065,5.078616e-05,974,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1951,"Amber",97,602,1800862,5.386309e-05,939,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1952,"Amber",108,593,1854401,5.823983e-05,892,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1953,"Amber",98,610,1881365,5.208984e-05,967,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1954,"Amber",107,630,1941805,5.510337e-05,934,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1955,"Amber",129,605,1954935,6.598685e-05,853,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1956,"Amber",122,632,2007703,6.076596e-05,913,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1957,"Amber",137,635,2044311,6.701524e-05,870,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1958,"Amber",163,599,2010963,8.105569e-05,789,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1959,"Amber",208,566,2023035,0.0001028158,695,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1960,"Amber",282,518,2022010,0.0001394652,589,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1961,"Amber",335,480,2017637,0.0001660358,536,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1962,"Amber",377,449,1966553,0.000191706,498,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1963,"Amber",401,445,1927306,0.0002080624,484,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1964,"Amber",479,419,1894774,0.0002528006,446,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1965,"Amber",526,389,1765043,0.0002980097,403,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1966,"Amber",528,376,1691917,0.000312072,402,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1967,"Amber",626,340,1650873,0.0003791933,358,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1968,"Amber",886,285,1640208,0.0005401754,294,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1969,"Amber",1026,270,1686959,0.000608195,277,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1970,"Amber",1290,240,1748145,0.0007379251,243,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1971,"Amber",1720,175,1663554,0.001033931,180,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1972,"Amber",1813,160,1521119,0.001191886,161,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1973,"Amber",2181,127,1458162,0.001495719,130,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1974,"Amber",3273,91,1467406,0.002230467,92,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1975,"Amber",4682,59,1457775,0.003211744,59,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1976,"Amber",5648,49,1465130,0.003854948,49,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1977,"Amber",7207,33,1533114,0.00470089,33,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1978,"Amber",8176,30,1531824,0.005337428,30,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1979,"Amber",11082,22,1605241,0.006903636,22,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1980,"Amber",12555,22,1660236,0.007562178,22,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1981,"Amber",13814,20,1667829,0.008282624,20,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1982,"Amber",14679,18,1693175,0.008669511,18,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1983,"Amber",14891,17,1670481,0.008914199,17,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1984,"Amber",15369,18,1683496,0.009129217,18,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1985,"Amber",15504,16,1720530,0.009011177,16,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1986,"Amber",16951,13,1715229,0.009882645,13,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1987,"Amber",16746,15,1738317,0.009633456,15,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1988,"Amber",16678,15,1780397,0.009367574,15,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1989,"Amber",16759,14,1843317,0.009091762,14,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1990,"Amber",15863,15,1898135,0.008357151,15,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1991,"Amber",14992,16,1874716,0.007996945,16,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1992,"Amber",13917,19,1843567,0.007548953,19,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1993,"Amber",14066,17,1808705,0.007776835,17,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1994,"Amber",12342,21,1785366,0.006912868,21,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1995,"Amber",10962,22,1758236,0.006234658,22,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1996,"Amber",9770,27,1752643,0.005574438,27,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1997,"Amber",8913,29,1740316,0.005121484,29,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1998,"Amber",7929,37,1766494,0.004488552,37,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1999,"Amber",6840,41,1773275,0.00385727,41,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",2000,"Amber",6181,47,1815295,0.003404956,47,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",2001,"Amber",5573,51,1799834,0.003096397,51,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",2002,"Amber",4723,65,1795973,0.002629772,65,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",2003,"Amber",4122,74,1826173,0.002257179,74,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",2004,"Amber",3636,88,1835091,0.001981373,88,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",2005,"Amber",3141,100,1846525,0.001701033,101,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",2006,"Amber",2586,136,1899824,0.001361179,136,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",2007,"Amber",2405,145,1921053,0.001251918,145,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",2008,"Amber",2061,162,1889069,0.001091014,165,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",2009,"Amber",1772,180,1835062,0.0009656349,184,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",2010,"Amber",1415,216,1775345,0.0007970282,223,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",2011,"Amber",1235,246,1756592,0.0007030659,258,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",2012,"Amber",1232,252,1758171,0.0007007282,263,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",2013,"Amber",1112,269,1751320,0.0006349496,285,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",2014,"Amber",1064,294,1782350,0.0005969647,305,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",2015,"Amber",976,316,1780453,0.0005481751,334,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",2016,"Amber",869,352,1766212,0.0004920134,374,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",2017,"Amber",779,370,1719138,0.0004531341,402,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",2018,"Amber",658,431,1686961,0.0003900505,471,0.0518811881188119,-0.351892551892552,-0.784567901234568,-0.781086519114688
"F",1918,"Amelia",1115,180,1157638,0.000963168106091887,183,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1919,"Amelia",1085,176,1130130,0.000960066541017405,181,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1920,"Amelia",1054,189,1198290,0.000879586744444166,190,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1921,"Amelia",995,196,1233060,0.000806935591131007,200,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1922,"Amelia",1032,190,1200983,0.000859296093283585,195,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1923,"Amelia",965,200,1206381,0.000799913128605308,205,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1924,"Amelia",910,211,1248889,0.000728647622006439,216,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1925,"Amelia",889,209,1217390,0.000730250782411553,216,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1926,"Amelia",746,226,1185399,0.000629323966023255,236,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1927,"Amelia",754,228,1192388,0.000632344505312029,235,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1928,"Amelia",755,224,1153253,0.000654669877294921,227,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1929,"Amelia",687,228,1116529,0.000615299736952645,229,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1930,"Amelia",679,233,1125917,0.000603063991395458,236,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1931,"Amelia",591,236,1064651,0.000555111487238541,248,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1932,"Amelia",637,238,1067096,0.000596947228740432,243,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1933,"Amelia",608,241,1007851,0.000603263776093887,246,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1934,"Amelia",553,258,1044145,0.000529619928266668,264,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1935,"Amelia",604,247,1048509,0.0005760561,255,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1936,"Amelia",581,245,1040343,0.0005584697,254,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1937,"Amelia",646,238,1063947,0.0006071731,245,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1938,"Amelia",570,249,1103371,0.0005165987,265,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1939,"Amelia",490,271,1096594,0.0004468381,282,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1940,"Amelia",504,271,1143413,0.0004407856,279,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1941,"Amelia",529,268,1208004,0.0004379125,279,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1942,"Amelia",543,277,1350627,0.0004020355,290,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1943,"Amelia",560,276,1395192,0.0004013784,292,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1944,"Amelia",475,295,1327161,0.0003579068,308,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1945,"Amelia",475,294,1307028,0.0003634199,312,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1946,"Amelia",547,303,1571238,0.0003481331,317,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1947,"Amelia",538,329,1772683,0.0003034948,343,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1948,"Amelia",564,317,1697810,0.0003321926,330,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1949,"Amelia",589,307,1710852,0.0003442729,320,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1950,"Amelia",483,333,1713065,0.0002819508,357,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1951,"Amelia",532,335,1800862,0.0002954141,346,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1952,"Amelia",550,342,1854401,0.0002965917,350,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1953,"Amelia",551,343,1881365,0.0002928725,360,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1954,"Amelia",511,368,1941805,0.0002631572,380,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1955,"Amelia",530,360,1954935,0.0002711088,383,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1956,"Amelia",526,374,2007703,0.0002619909,392,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1957,"Amelia",521,383,2044311,0.0002548536,403,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1958,"Amelia",483,398,2010963,0.0002401834,427,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1959,"Amelia",502,399,2023035,0.000248142,424,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1960,"Amelia",542,386,2022010,0.0002680501,414,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1961,"Amelia",571,382,2017637,0.0002830043,407,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1962,"Amelia",493,400,1966553,0.0002506925,436,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1963,"Amelia",503,409,1927306,0.0002609861,433,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1964,"Amelia",503,412,1894774,0.000265467,438,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1965,"Amelia",475,411,1765043,0.0002691153,432,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1966,"Amelia",430,411,1691917,0.0002541496,452,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1967,"Amelia",450,409,1650873,0.0002725831,445,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1968,"Amelia",390,438,1640208,0.0002377747,489,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1969,"Amelia",466,406,1686959,0.0002762367,445,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1970,"Amelia",493,418,1748145,0.0002820132,445,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1971,"Amelia",481,400,1663554,0.00028914,433,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1972,"Amelia",405,421,1521119,0.0002662514,458,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1973,"Amelia",442,394,1458162,0.0003031213,436,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1974,"Amelia",506,367,1467406,0.0003448262,400,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1975,"Amelia",524,370,1457775,0.0003594519,387,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1976,"Amelia",523,357,1465130,0.0003569649,394,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1977,"Amelia",601,344,1533114,0.0003920126,363,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1978,"Amelia",643,317,1531824,0.000419761,339,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1979,"Amelia",702,312,1605241,0.0004373175,337,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1980,"Amelia",768,299,1660236,0.0004625848,315,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1981,"Amelia",849,276,1667829,0.000509045,286,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1982,"Amelia",833,279,1693175,0.0004919751,296,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1983,"Amelia",761,290,1670481,0.0004555574,304,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1984,"Amelia",1094,229,1683496,0.0006498382,232,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1985,"Amelia",1014,238,1720530,0.0005893533,249,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1986,"Amelia",1018,244,1715229,0.0005935068,252,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1987,"Amelia",1006,247,1738317,0.0005787207,254,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1988,"Amelia",1129,225,1780397,0.0006341282,232,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1989,"Amelia",1265,211,1843317,0.0006862629,216,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1990,"Amelia",1511,192,1898135,0.0007960445,194,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1991,"Amelia",1536,191,1874716,0.0008193241,194,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1992,"Amelia",1344,205,1843567,0.0007290215,214,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1993,"Amelia",1248,217,1808705,0.0006899964,224,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1994,"Amelia",1253,224,1785366,0.0007018169,228,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1995,"Amelia",1206,228,1758236,0.0006859147,237,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1996,"Amelia",1290,218,1752643,0.0007360312,222,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1997,"Amelia",1316,220,1740316,0.0007561845,228,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1998,"Amelia",1424,211,1766494,0.0008061165,215,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",1999,"Amelia",1419,221,1773275,0.0008002143,226,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",2000,"Amelia",1531,200,1815295,0.0008433891,207,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",2001,"Amelia",1634,194,1799834,0.0009078615,199,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",2002,"Amelia",2441,139,1795973,0.001359152,139,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",2003,"Amelia",3093,111,1826173,0.001693706,111,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",2004,"Amelia",3351,96,1835091,0.001826067,96,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",2005,"Amelia",3907,83,1846525,0.002115866,84,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",2006,"Amelia",4063,83,1899824,0.002138619,83,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",2007,"Amelia",4194,77,1921053,0.002183178,77,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
"F",2008,"Amelia",4348,68,1889069,0.002301663,68,-0.711287128712871,-0.600976800976801,-0.110493827160494,0.288531187122736
