"gender","year","name","count","rank","totalBabies","prop","ranking","corKaren","corKaren10P","corKaren20P","corKaren30P","corKaren10","corKaren20","corKaren30"
"M",1919,"Albert",9607,18,980143,0.00980163098649891,18,0.148118811881188,0.42026862026862,0.740740740740741,0.876056338028169,0.0334554334554335,-0.103086419753086,-0.27887323943662
"M",1920,"Albert",9998,19,1064382,0.00939324415482411,19,0.148118811881188,0.42026862026862,0.740740740740741,0.876056338028169,0.0334554334554335,-0.103086419753086,-0.27887323943662
"M",1921,"Albert",10158,20,1101462,0.00922228819514427,20,0.148118811881188,0.42026862026862,0.740740740740741,0.876056338028169,0.0334554334554335,-0.103086419753086,-0.27887323943662
"M",1922,"Albert",9894,20,1088196,0.0090921120827498,20,0.148118811881188,0.42026862026862,0.740740740740741,0.876056338028169,0.0334554334554335,-0.103086419753086,-0.27887323943662
"M",1923,"Albert",9825,20,1096145,0.00896323022957729,20,0.148118811881188,0.42026862026862,0.740740740740741,0.876056338028169,0.0334554334554335,-0.103086419753086,-0.27887323943662
"M",1924,"Albert",9880,21,1132781,0.00872189770132091,21,0.148118811881188,0.42026862026862,0.740740740740741,0.876056338028169,0.0334554334554335,-0.103086419753086,-0.27887323943662
"M",1925,"Albert",9513,21,1115936,0.00852468241906346,21,0.148118811881188,0.42026862026862,0.740740740740741,0.876056338028169,0.0334554334554335,-0.103086419753086,-0.27887323943662
"M",1926,"Albert",9144,21,1110549,0.0082337654619472,21,0.148118811881188,0.42026862026862,0.740740740740741,0.876056338028169,0.0334554334554335,-0.103086419753086,-0.27887323943662
"M",1927,"Albert",9128,23,1126922,0.00809993948117083,23,0.148118811881188,0.42026862026862,0.740740740740741,0.876056338028169,0.0334554334554335,-0.103086419753086,-0.27887323943662
"M",1928,"Albert",8815,23,1107618,0.00795851999516079,23,0.148118811881188,0.42026862026862,0.740740740740741,0.876056338028169,0.0334554334554335,-0.103086419753086,-0.27887323943662
"M",1929,"Albert",8077,24,1075585,0.00750940186038295,24,0.148118811881188,0.42026862026862,0.740740740740741,0.876056338028169,0.0334554334554335,-0.103086419753086,-0.27887323943662
"M",1930,"Albert",7943,24,1097356,0.00723830734966592,24,0.148118811881188,0.42026862026862,0.740740740740741,0.876056338028169,0.0334554334554335,-0.103086419753086,-0.27887323943662
"M",1931,"Albert",7130,24,1039490,0.0068591328439908,24,0.148118811881188,0.42026862026862,0.740740740740741,0.876056338028169,0.0334554334554335,-0.103086419753086,-0.27887323943662
"M",1932,"Albert",6865,26,1044071,0.00657522333251283,26,0.148118811881188,0.42026862026862,0.740740740740741,0.876056338028169,0.0334554334554335,-0.103086419753086,-0.27887323943662
"M",1933,"Albert",6087,30,991368,0.00614000048417944,30,0.148118811881188,0.42026862026862,0.740740740740741,0.876056338028169,0.0334554334554335,-0.103086419753086,-0.27887323943662
"M",1934,"Albert",6000,32,1032445,0.00581144758316424,32,0.148118811881188,0.42026862026862,0.740740740740741,0.876056338028169,0.0334554334554335,-0.103086419753086,-0.27887323943662
"M",1935,"Albert",6093,31,1041150,0.005852183,31,0.148118811881188,0.42026862026862,0.740740740740741,0.876056338028169,0.0334554334554335,-0.103086419753086,-0.27887323943662
"M",1936,"Albert",5755,34,1037085,0.005549208,34,0.148118811881188,0.42026862026862,0.740740740740741,0.876056338028169,0.0334554334554335,-0.103086419753086,-0.27887323943662
"M",1937,"Albert",5667,37,1066515,0.005313568,37,0.148118811881188,0.42026862026862,0.740740740740741,0.876056338028169,0.0334554334554335,-0.103086419753086,-0.27887323943662
"M",1938,"Albert",5792,37,1109012,0.005222667,37,0.148118811881188,0.42026862026862,0.740740740740741,0.876056338028169,0.0334554334554335,-0.103086419753086,-0.27887323943662
"M",1939,"Albert",5477,41,1106703,0.004948934,41,0.148118811881188,0.42026862026862,0.740740740740741,0.876056338028169,0.0334554334554335,-0.103086419753086,-0.27887323943662
"M",1940,"Albert",5571,41,1159000,0.00480673,41,0.148118811881188,0.42026862026862,0.740740740740741,0.876056338028169,0.0334554334554335,-0.103086419753086,-0.27887323943662
"M",1941,"Albert",5929,40,1228121,0.0048277,40,0.148118811881188,0.42026862026862,0.740740740740741,0.876056338028169,0.0334554334554335,-0.103086419753086,-0.27887323943662
"M",1942,"Albert",6494,40,1380903,0.00470272,40,0.148118811881188,0.42026862026862,0.740740740740741,0.876056338028169,0.0334554334554335,-0.103086419753086,-0.27887323943662
"M",1943,"Albert",6306,43,1427032,0.004418962,43,0.148118811881188,0.42026862026862,0.740740740740741,0.876056338028169,0.0334554334554335,-0.103086419753086,-0.27887323943662
"M",1944,"Albert",5853,43,1362698,0.004295156,44,0.148118811881188,0.42026862026862,0.740740740740741,0.876056338028169,0.0334554334554335,-0.103086419753086,-0.27887323943662
"M",1945,"Albert",5430,49,1345631,0.004035282,49,0.148118811881188,0.42026862026862,0.740740740740741,0.876056338028169,0.0334554334554335,-0.103086419753086,-0.27887323943662
"M",1946,"Albert",6004,52,1623835,0.00369742,52,0.148118811881188,0.42026862026862,0.740740740740741,0.876056338028169,0.0334554334554335,-0.103086419753086,-0.27887323943662
"M",1947,"Albert",6461,55,1829376,0.003531805,55,0.148118811881188,0.42026862026862,0.740740740740741,0.876056338028169,0.0334554334554335,-0.103086419753086,-0.27887323943662
"M",1948,"Albert",6155,55,1754507,0.003508108,55,0.148118811881188,0.42026862026862,0.740740740740741,0.876056338028169,0.0334554334554335,-0.103086419753086,-0.27887323943662
"M",1949,"Albert",6063,56,1773712,0.003418255,56,0.148118811881188,0.42026862026862,0.740740740740741,0.876056338028169,0.0334554334554335,-0.103086419753086,-0.27887323943662
"M",1950,"Albert",5755,56,1790437,0.003214299,56,0.148118811881188,0.42026862026862,0.740740740740741,0.876056338028169,0.0334554334554335,-0.103086419753086,-0.27887323943662
"M",1951,"Albert",5761,60,1882870,0.003059691,60,0.148118811881188,0.42026862026862,0.740740740740741,0.876056338028169,0.0334554334554335,-0.103086419753086,-0.27887323943662
"M",1952,"Albert",5659,66,1943879,0.002911189,66,0.148118811881188,0.42026862026862,0.740740740740741,0.876056338028169,0.0334554334554335,-0.103086419753086,-0.27887323943662
"M",1953,"Albert",5438,68,1972766,0.002756536,69,0.148118811881188,0.42026862026862,0.740740740740741,0.876056338028169,0.0334554334554335,-0.103086419753086,-0.27887323943662
"M",1954,"Albert",5431,73,2038090,0.00266475,73,0.148118811881188,0.42026862026862,0.740740740740741,0.876056338028169,0.0334554334554335,-0.103086419753086,-0.27887323943662
"M",1955,"Albert",5178,76,2058831,0.002515019,76,0.148118811881188,0.42026862026862,0.740740740740741,0.876056338028169,0.0334554334554335,-0.103086419753086,-0.27887323943662
"M",1956,"Albert",5155,80,2114546,0.002437876,81,0.148118811881188,0.42026862026862,0.740740740740741,0.876056338028169,0.0334554334554335,-0.103086419753086,-0.27887323943662
"M",1957,"Albert",5041,84,2155711,0.00233844,84,0.148118811881188,0.42026862026862,0.740740740740741,0.876056338028169,0.0334554334554335,-0.103086419753086,-0.27887323943662
"M",1958,"Albert",4808,88,2120611,0.002267271,89,0.148118811881188,0.42026862026862,0.740740740740741,0.876056338028169,0.0334554334554335,-0.103086419753086,-0.27887323943662
"M",1959,"Albert",4601,93,2133306,0.002156746,93,0.148118811881188,0.42026862026862,0.740740740740741,0.876056338028169,0.0334554334554335,-0.103086419753086,-0.27887323943662
"M",1960,"Albert",4595,93,2132155,0.002155097,93,0.148118811881188,0.42026862026862,0.740740740740741,0.876056338028169,0.0334554334554335,-0.103086419753086,-0.27887323943662
"M",1961,"Albert",4317,97,2122664,0.002033765,97,0.148118811881188,0.42026862026862,0.740740740740741,0.876056338028169,0.0334554334554335,-0.103086419753086,-0.27887323943662
"M",1962,"Albert",4074,101,2068612,0.001969437,101,0.148118811881188,0.42026862026862,0.740740740740741,0.876056338028169,0.0334554334554335,-0.103086419753086,-0.27887323943662
"M",1963,"Albert",3887,99,2031353,0.001913503,100,0.148118811881188,0.42026862026862,0.740740740740741,0.876056338028169,0.0334554334554335,-0.103086419753086,-0.27887323943662
"M",1964,"Albert",3761,98,1992978,0.001887126,100,0.148118811881188,0.42026862026862,0.740740740740741,0.876056338028169,0.0334554334554335,-0.103086419753086,-0.27887323943662
"M",1965,"Albert",3418,100,1860820,0.001836825,100,0.148118811881188,0.42026862026862,0.740740740740741,0.876056338028169,0.0334554334554335,-0.103086419753086,-0.27887323943662
"M",1966,"Albert",3300,99,1783673,0.001850115,100,0.148118811881188,0.42026862026862,0.740740740740741,0.876056338028169,0.0334554334554335,-0.103086419753086,-0.27887323943662
"M",1967,"Albert",3168,99,1744172,0.001816335,99,0.148118811881188,0.42026862026862,0.740740740740741,0.876056338028169,0.0334554334554335,-0.103086419753086,-0.27887323943662
"M",1968,"Albert",2920,100,1738587,0.001679525,102,0.148118811881188,0.42026862026862,0.740740740740741,0.876056338028169,0.0334554334554335,-0.103086419753086,-0.27887323943662
"M",1969,"Albert",2937,108,1789069,0.001641636,108,0.148118811881188,0.42026862026862,0.740740740740741,0.876056338028169,0.0334554334554335,-0.103086419753086,-0.27887323943662
"M",1970,"Albert",3073,107,1859108,0.001652943,107,0.148118811881188,0.42026862026862,0.740740740740741,0.876056338028169,0.0334554334554335,-0.103086419753086,-0.27887323943662
"M",1971,"Albert",2683,118,1768955,0.001516715,119,0.148118811881188,0.42026862026862,0.740740740740741,0.876056338028169,0.0334554334554335,-0.103086419753086,-0.27887323943662
"M",1972,"Albert",2511,111,1622400,0.001547707,112,0.148118811881188,0.42026862026862,0.740740740740741,0.876056338028169,0.0334554334554335,-0.103086419753086,-0.27887323943662
